track_id,track_name,artist_id,artist_name,Album ID,artist_genres,explicit,duration,key,mode,time_signature
39Bd345OWEhRNyfayhp9gv,Just My Imagination (Running Away With Me),3RwQ26hR2tJtA8F9p2n7jG,The Temptations,1w68QsDEt1Rt5SiwOJNGFn,"['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",False,3:48,C,Major,4
2ymeOsYijJz09LfKw3yM2x,Joy To The World,4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,2v8XEhOPoKX7iVWq5mWWBM,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'soft rock']",False,3:40,D,Major,4
61UuPxxYUvacEH6SHIK3sU,Brown Sugar,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,29m6DinzdaD0OPqWKGyMdz,"['album rock', 'british invasion', 'classic rock', 'rock']",False,3:48,C,Major,4
0zDHmuznzH58kkLutgrbiD,Want Ads,70pyKM7nM8QF1iLJJA0LJC,The Honey Cone,6BOF2q01VlIhLJP6ackgyB,[],False,2:46,C♯/D♭,Major,4
12q3V8ShACq2PSWINMc2rC,It's Too Late/I Feel The Earth Move,319yZVtYM9MBGqmSQnMyY6,Carole King,12n11cgnpjXKLeqrnIERoS,"['brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,3:53,A,Minor,4
3mDOHVY9MWZOTODSNF5GBj,Indian Reservation (The Lament Of The Cherokee Reservation Indian),32HPpJAhgnGPT3V7UOggzi,The Raiders,6HJj4X26Xp7buj1zIfFjyb,"['bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'soft rock']",False,2:51,D,Major,4
6zV8IpLvw0tkRSVCFQJB1y,You've Got A Friend,0vn7UBvSQECKJm2817Yf1P,James Taylor,3ahHxtwRwMIdHcAo0MEXxX,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,4:28,A,Major,4
1jy0RbDHyBMTupSdc98XbG,How Can You Mend A Broken Heart,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,2FHiXBmtRn9fuTRyRHWcnV,"['disco', 'mellow gold', 'soft rock']",False,3:57,E,Major,4
5SwgE4wA0P7f6AEz2UQMB2,Uncle Albert/Admiral Halsey,4STHEaNw4mPZ2tzheohgXB,Paul & Linda McCartney,3DTMsrNO6lEHNmDJ0fsN4v,"['classic rock', 'mellow gold', 'rock', 'soft rock']",False,4:55,G,Major,4
6SvOdNsEfi7EDB0oFtH3YG,Go Away Little Girl,5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,5tJ017TTNhv4VTe39P2e4e,['bubblegum pop'],False,2:30,G,Major,4
7hBTWJwdCkZt7IjUsENqmv,Maggie May/Reason To Believe,2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,4ZQ1rlBQnP193DYAD0PMQq,"['mellow gold', 'soft rock']",False,5:50,D,Major,4
6fsSZbNL7XP9gf1kJ2l155,Gypsys; Tramps & Thieves,72OaDtakiy6yFqkt4TsiFt,Cher,4NsAwBNLIHDpmlCCGNGzH9,"['dance pop', 'pop']",False,2:38,C,Major,4
7KMILVTQdVS4zQ8ilTcpRO,Theme From Shaft,3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,5HAXYSqdNjjbvoFrXwtrBw,"['classic soul', 'disco', 'funk', 'memphis soul', 'quiet storm', 'soul', 'southern soul']",False,4:39,A,Minor,4
4f3u4Oy0JqJRIhMmTqRcxj,Family Affair,5m8H6zSadhu1j9Yi04VLqD,Sly & The Family Stone,29f2cOueckYE8Nc1pkJjrU,"['classic soul', 'funk', 'funk rock', 'p funk', 'psychedelic soul', 'soul', 'southern soul']",False,3:05,D,Minor,4
7da5B9d2oVV16YSzXVxmrR,Brand New Key,6sOP8RUFR0q0nBOBOXGdBK,Melanie,5THcElsOkPsIopiOQj18An,"['folk', 'persian pop']",False,2:27,C♯/D♭,Major,4
1fDsrQ23eTAVFElUMaf38X,American Pie (Parts I & II),1gRNBaI4yn6wCCTvRhGWh8,Don McLean,10jsW2NYd9blCrDITMh2zS,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,8:36,E,Minor,4
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,3dkbV4qihUeMsqN4vBGg93,Al Green,58eMx3QrTkiRmGGbSz2XL0,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",False,3:19,G,Minor,4
6MrILERJLA3Jcq0E9poZsp,Without You,3RTzAwFprBqiskp550eSJX,Nilsson,3EfpOFKjotrMQTFTnxrXaB,"['classic rock', 'folk', 'folk rock', 'singer-songwriter']",False,3:21,E,Major,4
26QKxvjlCo2fSd3T4c8Zpb,Heart Of Gold,6v8FB84lnmJs434UJf2Mrm,Neil Young,2LOpi63tYGh0Suy8eLJDVQ,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",False,3:07,E,Minor,4
54eZmuggBFJbV7k248bTTt,A Horse With No Name,35U9lQaRWSQISxQAB94Meo,America,0E5IKYhiKgbYQkmfsFonbZ,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",False,4:12,B,Minor,4
0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face,0W498bDDNlJIrYMKXdpLHA,Roberta Flack,2ARWEOvaUgm4FSj25MpY6F,"['adult standards', 'classic soul', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",False,4:20,C,Major,4
0cFlXjTxFdMGGPfLVpt3Wv,Oh Girl,7BFr36uI1dzJyo6tpa5Ued,The Chi-lites,5mPnkoXhX4PWuhqVE30vVh,"['chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'southern soul']",False,3:36,A♯/B♭,Major,4
5YLnfy7R2kueN0BRPkjiEG,I'll Take You There,7xGGqA85UIWX1GoTVM4itC,The Staple Singers,7tUOJxXojOWdWU2T2ZSge7,"['chicago soul', 'classic soul', 'memphis soul', 'soul', 'southern soul']",False,3:16,C,Major,4
5X3XrHlCFVGqNKpGp85xVC,The Candy Man,1NAWG3AngjBXyKbmPaz92D,Sammy Davis| Jr. with The Mike Curb Congregation,2QvY0LXg9f5ZHCNZsLiPRa,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",False,3:08,C,Major,4
57KfogSy3eKuk5JHLKwCJv,Song Sung Blue,7mEIug7XUlQHikrFxjTWes,Neil Diamond,6sdXGlrywMohGMVg5gIqwp,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",False,3:05,C,Major,4
3M8FzayQWtkvOhqMn2V4T2,Lean On Me,1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,0sFuW4rH5mFZUjNKnckO3v,"['classic soul', 'funk', 'quiet storm', 'soul']",False,4:18,C,Major,4
54pvEYFocTlvIAQOfXSjqV,Alone Again (Naturally),4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan,6LoUAyxzjVgwIIYBZOM6xQ,"['bubblegum pop', 'soft rock']",False,3:41,G♯/A♭,Minor,4
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're A Fine Girl),5jJN1nmKXzRjodMl1THQeI,Looking Glass,5ThwnbpYrk9R1xXkAGCLIs,['sunshine pop'],False,3:06,C♯/D♭,Minor,4
4XcUADpOth9Wroq5EVMFJq,Black & White,4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,5Kmb6R2nnEPqOiDUA1Bl8F,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'soft rock']",False,3:26,B,Major,4
4z51Gf7Ppt9Lmu5zmnUIz9,Baby Don't Get Hooked On Me,6HX8AbXUFaYRtlqKb4CCo0,Mac Davis,2xFMzRc1yucPQIk8P0CcxM,"['classic country pop', 'country rock']",False,3:03,A,Major,4
0ZFqB9g2FujbmMSrjqsL3j,Ben,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,3xo2soey9XEBI5DlmT4KlQ,"['r&b', 'soul']",False,2:47,F,Major,4
2L8mIvM1OwkJyGb3WwDFT3,My Ding-A-Ling,293zczrfYafIItmnmM3coR,Chuck Berry,27q84AdiSVhTtrGOwwoMIW,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",False,3:43,E,Major,4
0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now,0nAVvgfE9yI4DwvMiYwk8a,Johnny Nash,2ZdUVurLZBrEphCLzX7MdU,[],False,2:44,D,Major,4
7MiLmLbwNoyf47xQ4TCVYp,Papa Was A Rollin' Stone,3RwQ26hR2tJtA8F9p2n7jG,The Temptations,2kzUxFepw1uLjbgqV537eP,"['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",False,6:59,A♯/B♭,Minor,4
3l2hbXdvmaH3tUd3qWLKgm,I Am Woman,0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,1gzSC9J3Ffyl2m2MCVO4c1,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']",False,3:25,C,Major,4
6Ro2z4RtAUew9Kz2HZWZUi,Me And Mrs. Jones,187xgSpsFH8mMbAcoCW0zE,Billy Paul,2t3e2RCx9fmVO7jmhrOm3a,"['classic soul', 'disco', 'philly soul', 'soul']",False,4:44,G♯/A♭,Major,3
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,4FtSnMlCVxCswABUmdhwpm,Carly Simon,79x0PRGIZv33znrCkPkCZ5,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,4:18,C,Major,4
1h2xVEoJORqrg71HocgqXd,Superstition,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,4E1itnJOhTMRSATNaxh0Sq,"['motown', 'soul']",False,4:05,G♯/A♭,Major,4
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,3PhoLpVuITZKcymswpck5b,Elton John,1reJ8DttK5EGwdyf7y9FBR,"['glam rock', 'mellow gold', 'piano rock', 'rock']",False,3:55,E,Minor,4
3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly With His Song,0W498bDDNlJIrYMKXdpLHA,Roberta Flack,4GxrvKiysSiDU1HHifh1PA,"['adult standards', 'classic soul', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",False,4:46,F,Minor,4
28285KFbyCq8sJofn58qlD,Love Train,38h03gA85YYPeDPd9ER9rT,The O'Jays,09jTPeDoSuJLLAwFGNUKCX,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul', 'southern soul']",False,2:58,C,Major,4
4ZObql2ASJn1bvasBzjlyI,The Night The Lights Went Out In Georgia,3PNGsgUFOuNvwagyBCo2Rg,Vicki Lawrence,0qwOXO4R8bxSXP874yfIB5,['bubblegum pop'],False,3:40,F,Minor,4
3NXES1knSS2eUCgkr77QU6,Tie A Yellow Ribbon Round The Ole Oak Tree,5z348neb55aaKyQhVgqEvS,Dawn Featuring Tony Orlando,2d5cE0rNwRTKSqOOuzEAXq,[],False,3:27,F,Major,4
0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,3PResMqFgQYBfzTnqTKwQw,"['motown', 'soul']",False,2:58,B,Major,4
2l0Z9fY1E8Bep8opmhmDhq,Frankenstein,7j9PMegEgVN1fNp8NZXNCI,Edgar Winter Group,4CNEJF5wYGqhOYEKq8ciu8,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'soft rock']",False,4:44,D,Minor,4
0Oj0TT23GBH2XuHAaSsloH,My Love,3sFhA6G1N0gG1pszb6kk1m,Paul McCartney And Wings,0ht0PyiPPsG3mYqvFhTfgD,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,4:07,F,Major,4
1ZiN3wseympSLDIFkaWHHC,Give Me Love - (Give Me Peace On Earth),7FIoB5PHdrMZVC3q2HE5MS,George Harrison,6DfpxC0hn5JTusslgO0IYj,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,3:35,F,Major,4
0iifjjuozo6r5fh2GWI6Pq,Will It Go Round In Circles,0IecGJbdBeYSOVtSPRehh5,Billy Preston,3BEPwGxd1N9LEUo37s54Is,"['funk', 'psychedelic soul', 'rock keyboard', 'soul']",False,4:27,C♯/D♭,Major,4
2r3XNMon9K7bl2KTtHsaQO,Bad; Bad Leroy Brown,1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,25K3YPiFx7Yb7ms10m58Vt,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,2:59,G,Major,4
62QRbVm7DqR3eoqgT7pEfs,The Morning After,3bnf5pPVQFWv762IiavilV,Maureen McGovern,2QbEB4aXdvMfrWH6o4NBvo,['bubblegum pop'],False,2:21,F♯/G♭,Major,4
4sIkDCqNjTubfb5UVs8lEA,Touch Me In The Morning,3MdG05syQeRYPPcClLaUGl,Diana Ross,42cU6f6ei3kDi1KfN14EA7,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']",False,3:27,F♯/G♭,Major,4
5kbSslE6zBMZnULSrE4SdZ,Brother Louie,31U8n9SSMOKaUcfi4KnYVT,Stories,0sFwAllCfLbRWlBFey67Hs,[],False,3:55,A,Minor,4
627teoJpK7qZOxRRY8TNnv,Let's Get It On,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,1oIICL75sMuInkEhX8jj3b,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",False,4:51,D♯/E♭,Major,4
53RGKUb4zvhHaDCmjgUrIP,Delta Dawn,0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,50qDHoXQ1QASk26kNQTW5l,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']",False,3:10,G,Major,4
3XcjIvaZVUFAIdIYZqY9bd,We're An American Band,0qEcf3SFlpRcb3lK3f2GZI,Grand Funk,6hSAjI92A6vPL6OM1DWTZg,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,3:27,G,Major,4
23jaOlnV7vHmly51DPBr35,Half-Breed,72OaDtakiy6yFqkt4TsiFt,Cher,4TJXWeFHnc18VgIAwXtRVS,"['dance pop', 'pop']",False,2:47,A,Minor,4
1GcVa4jFySlun4jLSuMhiq,Angie,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,6iVOz2hudE6dv5Yrcsw2c9,"['album rock', 'british invasion', 'classic rock', 'rock']",False,4:32,A,Minor,4
7MF7QAodbGzNYav5ZfIhAY,Midnight Train To Georgia,0TF2NxkJZPQoX1H53rEFM1,Gladys Knight And The Pips,6pMzuVjsypAwbeKiZm56wP,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",False,4:39,A♯/B♭,Minor,4
5CiOCxc3argOhj5qKNZGN0,Keep On Truckin' (Part 1),2Uuon75BhnuuxdKLYn4wHn,Eddie Kendricks,5StW1pmCyC1WOuEDC8aUQh,"['classic soul', 'disco', 'funk', 'motown', 'p funk', 'post-disco', 'quiet storm', 'soul']",False,7:59,C♯/D♭,Major,4
1hwN2eAwsXgktvw9Qe8TrP,Photograph,6DbJi8AcN5ANdtvJcwBSw8,Ringo Starr,6zjenDV68SpvM3oEhorTDm,"['classic rock', 'folk rock', 'rock drums']",False,3:59,E,Major,4
1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,1eEfMU2AhEo7XnKgL7c304,Carpenters,1nA6Exnq2mWD8678q3E4Ov,"['adult standards', 'mellow gold', 'soft rock']",False,2:59,A♯/B♭,Major,4
542C7PqR1oEfl63hlhQO4V,The Most Beautiful Girl,218kRJZ7FJs0hWIk8Ynzhz,Charlie Rich,6waJgGNygMY0KJb3g06uA6,"['arkansas country', 'country', 'nashville sound']",False,2:41,G,Major,4
7uWFUpGuEfmxYeymkV95jn,Time In A Bottle,1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,0dZaHQ0OJlIyVrEuvnXmS9,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,2:28,D,Major,3
1bp2IO61zbQrbWNmKKxg3f,The Joker,6QtGlUje9TIkLrgPZrESuk,The Steve Miller Band,5uYNj1HkZrWKAkhEYcGmJr,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,4:24,F,Major,4
2vhW1OmaZDYi63Da9d8R5o,Show And Tell,2RwV62DIxFGEn8aWO3iaMM,Al Wilson,63NKHtOychyEccShIws1KA,['northern soul'],False,3:27,D,Major,4
4MAxWahEbzU8m4bD6mSZg9,You're Sixteen,6DbJi8AcN5ANdtvJcwBSw8,Ringo Starr,6zjenDV68SpvM3oEhorTDm,"['classic rock', 'folk rock', 'rock drums']",False,2:49,G♯/A♭,Major,4
1vZTgn4JXWMahR8r99ug5H,The Way We Were,7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,0vTu2dD57pVlPvd3pfxUSS,"['adult standards', 'operatic pop', 'soft rock']",False,3:31,A,Major,3
5csdrJ0JtFn0qvwlvSh2EI,Love's Theme,457yGSZecENoIuNWelRHhH,Love Unlimited Orchestra,2mCUkzGTTkAsvJmtxWgTdc,"['classic soul', 'disco']",False,4:06,E,Minor,4
7pGMRy91RcQT9oHdPgYz3A,Seasons In The Sun,09dDdtfi4mWLdC2BHOrIrl,Terry Jacks,6qKGMVfcz7HxHeXnhUsK9J,"['bubblegum pop', 'classic uk pop']",False,3:28,F♯/G♭,Major,4
0xL3tjPSUJncbnIOn1uPhZ,Dark Lady,72OaDtakiy6yFqkt4TsiFt,Cher,48HaPx2JNYVESpoksGcSZf,"['dance pop', 'pop']",False,3:26,G♯/A♭,Major,4
3m8lTUL5GxGUNSaycI77ND,Sunshine On My Shoulders,7EK1bQADBoqbYXnT4Cqv9w,John Denver,78FZXQkBGm2IOPrE9f64sU,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,5:11,A♯/B♭,Major,4
2Nz6aF1umHh5Et6I5H581L,Hooked On A Feeling,0UpuH5U4nZ3UGGUJi0Zfbp,Blue Swede,12UILuDVbIIjLZhcRBNcOJ,['classic swedish pop'],False,2:52,G♯/A♭,Major,4
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets,3PhoLpVuITZKcymswpck5b,Elton John,5WupqgR68HfuHt3BMJtgun,"['glam rock', 'mellow gold', 'piano rock', 'rock']",False,5:22,C,Major,4
7kllQQPam6HumbUCIPSvHJ,TSOP (The Sound Of Philadelphia),2mknvtcck8i82nKxDPDibv,MFSB Featuring The Three Degrees,6x6beV2H3fTTL2ovxA3iVQ,"['classic soul', 'disco', 'instrumental soul', 'jazz funk', 'philly soul', 'post-disco']",False,3:42,G,Minor,4
0PxYWaGiwWtcuL1VIMiEW4,The Loco-Motion,0qEcf3SFlpRcb3lK3f2GZI,Grand Funk,4Z0J6OrdQQjFXtqBW0XXsA,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,2:45,C,Major,4
7FUk1EkNJLXyjadbiHlw0C,The Streak,7MpUvihmfilIxyN20kXwQj,Ray Stevens,051ru7LtDpMjy1MKMJu7UB,"['classic country pop', 'novelty']",False,3:17,C,Major,4
1H4idkmruFoJBg1DvUv2tY,Band On The Run,4STHEaNw4mPZ2tzheohgXB,Paul McCartney And Wings,257oomaawruFknt5wYCPDh,"['classic rock', 'mellow gold', 'rock', 'soft rock']",False,5:13,G,Major,4
6ZqgJAbxuEUjazBLN5V0U4,Billy; Don't Be A Hero,6hpEpmvfhm26T0Mc8x65ox,Bo Donaldson And The Heywoods,1T6UGHbfP4JTTVTglIrybh,['bubblegum pop'],False,3:25,B,Major,4
0SjnBEHZVXgCKvOrpvzL2k,Sundown,23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot,2IPD9EcNjUmsHvqULDMU9Y,"['canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,3:33,B,Major,4
7fu3Tv5rcoGD1PZV7s57WW,Rock The Boat,6PpGPIrFf3LM7Q77eR4Bts,The Hues Corporation,3hXP4r93CpigdFy4BiwaqH,['disco'],False,3:22,D♯/E♭,Major,4
16KwF7IrKHTVTitUKH58g3,Rock Your Baby,6oV3BNm1Gj2GGgpYknc5TN,George McCrae,3qJGzbhk63pzwqzpTr0bxt,['disco'],False,3:20,C♯/D♭,Major,4
4J0DbyODwZJcmIAiTSJfMF,Annie's Song,7EK1bQADBoqbYXnT4Cqv9w,John Denver,6zWmAA39H0c4SjnD4MB1Dm,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,3:00,D,Major,3
7gkboYtvhuXNS4EUwmFPcw,Feel Like Makin' Love,0W498bDDNlJIrYMKXdpLHA,Roberta Flack,3eOdBKYQ2w2eCvz2FxEmBA,"['adult standards', 'classic soul', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",False,2:55,G♯/A♭,Major,4
4f4RRYN3R7glPElFjeoUnC,The Night Chicago Died,33W24YuaMUEk85MwRX6cRs,Paper Lace,4wcSa3LqH3JOQC7DTVIzpp,"['bubblegum pop', 'classic uk pop']",False,3:23,C,Major,4
5PuAFxKmqG72uKyoo11zpQ,(You're) Having My Baby,7ceUfdWq2t5nbatS6ollHh,Paul Anka with Odia Coates,5yekdvOvjZ0Zptw76gpL95,"['adult standards', 'canadian pop', 'easy listening', 'rock-and-roll']",False,2:36,C,Major,4
0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,408nODJ1r3nO7f3qWkCrCB,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,4:23,G,Minor,4
3mWpUEBYnv9SIFWfixSJFx,Can't Get Enough Of Your Love; Babe,3rfgbfpPSfXY40lzRK7Syt,Barry White,42Si9RbdXYGWQsfNTzjlnG,"['disco', 'quiet storm', 'soul']",False,4:34,F,Major,4
6CmowFMfHPyMx6c4tHOb0k,Rock Me Gently,5mHntv2YTYHAUyCVObZFZD,Andy Kim,06gwzorr2ks2pxOIbnBzlN,[],False,3:20,C,Major,4
5q8UoqDHPe9bU4R5bbvcJF,I Honestly Love You,4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,3rjkhRSQsNjjeTjkC7ZnHg,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']",False,3:40,A♯/B♭,Major,4
72PoJMDfdaw9gGECgA9kTZ,Nothing From Nothing,0IecGJbdBeYSOVtSPRehh5,Billy Preston,7LukcPnAOnV7MuJ6uIUe1s,"['funk', 'psychedelic soul', 'rock keyboard', 'soul']",False,2:36,A,Minor,4
2ARBXxaM4pzXhGpFoZPAg7,Then Came You,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwicke & Spinners,5JrnMbCDvpPh8nAoT2PSTd,"['adult standards', 'brill building pop', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",False,4:00,A,Minor,4
1inwt0v9a4ib9yS6Y4KsdM,You Haven't Done Nothin,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1kda4McF274Jl5x3aOAmPJ,"['motown', 'soul']",False,3:22,A♯/B♭,Minor,4
0HOrDVS349XFcpCYsO2hAP,You Ain't Seen Nothing Yet/Free Wheelin',5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive,3TtCMt4XLddj9PQeVBfsK1,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",False,3:54,B,Minor,4
49nBXQzYNyjoBmUda3ezMf,Whatever Gets You Thru The Night,4x1nvY2FN8jxqAFA0DA02H,John Lennon With The Plastic Ono Nuclear Band,3n1j9GslH8h0jIx7NRUIX4,"['classic rock', 'rock']",False,3:27,D,Major,4
4oW1lGOw5Q5OLvoJv92qoE,I Can Help,6nNkKMkPl1qBCEW3Al9eVV,Billy Swan,5fjc7x9genFjAynvs3g1oi,['swamp pop'],False,3:58,C,Major,4
7K8QsHbmUpSX37oOCL4e2g,Kung Fu Fighting,5Pqx4mXYDGIDcg8E5FYjZ8,Carl Douglas,53DDpuRxvNAUby9WODE3h2,[],False,3:17,D,Major,4
2obblQ6tcePeOEVJV6nEGD,Cat's In The Cradle,42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,3nta4nhqWoWjc6LmHIB0kT,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,3:42,A♯/B♭,Major,4
46OZwUIGXFDclUHJYjunOj,Angie Baby,0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,74rzaLTIHIDGF1515DC5gS,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']",False,3:30,G,Minor,4
13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,3PhoLpVuITZKcymswpck5b,Elton John,4UcpKa4yD9AA3iEHI8MFSF,"['glam rock', 'mellow gold', 'piano rock', 'rock']",False,6:17,C,Major,4
6iXQrhhgBisdfvS34EMTZ3,Mandy,3alW3LYQS8K29z8C8NSLIX,Barry Manilow,0D6b0oLPjrrV4YA4bRSkks,"['adult standards', 'mellow gold', 'soft rock', 'yacht rock']",False,3:33,A♯/B♭,Major,4
74jZhGv0fdLaf9q8AZZ15k,Please Mr. Postman,1eEfMU2AhEo7XnKgL7c304,Carpenters,0ESCnyuOCpztPojn8m0uqi,"['adult standards', 'mellow gold', 'soft rock']",False,2:52,A,Major,4
2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,4MQXUCdpFPqi1jsM4N8aSR,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'rockabilly', 'soft rock']",False,2:50,F,Major,4
06xkqQuJzl1ddeK48jG6qa,Fire,6m30rs1IQqnWqV5nKMpU7U,Ohio Players,3gGHGMqm9zqw0j0UIcRKvE,"['classic soul', 'disco', 'funk', 'p funk', 'quiet storm', 'soul', 'southern soul']",False,4:36,F,Major,4
23DZLSxCK6kM8FF2RlzKDl,You're No Good,1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,7upKDUGJUjsvfIe6vuVB0b,"['country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",False,3:44,G♯/A♭,Major,4
2x1LQq8lsUzAA2wNj8yjC9,Pick Up The Pieces,3tx8fyu3c4OBP5nejYtUOb,AWB,5qZVqBEJSq2HkDMh2VCOQ6,"['classic soul', 'disco', 'funk', 'p funk', 'quiet storm', 'soul']",False,3:59,A♯/B♭,Minor,4
5MLLuLqPdUlx8bfKtdkLwO,Best Of My Love,0ECwFtbIWEVNwjlrfc6xoL,Eagles,2iCHyD9XHtA3vJFJIuXzqu,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,4:34,C,Major,4
