,Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI
1035,1978-06-14,Shadow Dancing,Andy Gibb,1,2,1,10,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1036,1978-06-21,Shadow Dancing,Andy Gibb,1,1,1,11,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1037,1978-06-28,Shadow Dancing,Andy Gibb,1,1,1,12,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1038,1978-07-05,Shadow Dancing,Andy Gibb,1,1,1,13,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1039,1978-07-12,Shadow Dancing,Andy Gibb,1,1,1,14,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1040,1978-07-19,Shadow Dancing,Andy Gibb,1,1,1,15,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1041,1978-07-26,Shadow Dancing,Andy Gibb,1,1,1,16,https://charts-static.billboard.com/img/1840/12/andy-gibb-ydl-180x180.jpg,spotify:track:0tXDpd0SXFiMuqid8EqS7C
1042,1978-08-02,Miss You,The Rolling Stones,1,3,1,11,https://charts-static.billboard.com/img/1964/05/the-rolling-stones-pxx-180x180.jpg,spotify:track:3hJLKtTpgct9Y9wKww0BiR
1043,1978-08-09,Three Times A Lady,Commodores,1,2,1,9,https://charts-static.billboard.com/img/1974/05/commodores-lju-106x106.jpg,spotify:track:4ztwMHfPZhPoruZdBbgriM
1044,1978-08-16,Three Times A Lady,Commodores,1,1,1,10,https://charts-static.billboard.com/img/1974/05/commodores-lju-106x106.jpg,spotify:track:4ztwMHfPZhPoruZdBbgriM
1045,1978-08-23,Grease,Frankie Valli,1,2,1,14,https://charts-static.billboard.com/img/1966/01/frankie-valli-69s-180x180.jpg,spotify:track:5Vrczz39CvlD3OGCa6utoA
1046,1978-08-30,Grease,Frankie Valli,1,1,1,15,https://charts-static.billboard.com/img/1966/01/frankie-valli-69s-180x180.jpg,spotify:track:5Vrczz39CvlD3OGCa6utoA
1047,1978-09-06,Boogie Oogie Oogie,A Taste Of Honey,1,3,1,12,https://charts-static.billboard.com/img/1978/05/a-taste-of-honey-nz8-106x106.jpg,spotify:track:1Rl9GHgsflyIVqBRyO45Zo
1048,1978-09-13,Boogie Oogie Oogie,A Taste Of Honey,1,1,1,13,https://charts-static.billboard.com/img/1978/05/a-taste-of-honey-nz8-106x106.jpg,spotify:track:1Rl9GHgsflyIVqBRyO45Zo
1049,1978-09-20,Boogie Oogie Oogie,A Taste Of Honey,1,1,1,14,https://charts-static.billboard.com/img/1978/05/a-taste-of-honey-nz8-106x106.jpg,spotify:track:1Rl9GHgsflyIVqBRyO45Zo
1050,1978-09-27,Kiss You All Over,Exile,1,2,1,13,#,spotify:track:3FGcQkWQlkeB82RdZwlw8V
1051,1978-10-04,Kiss You All Over,Exile,1,1,1,14,#,spotify:track:3FGcQkWQlkeB82RdZwlw8V
1052,1978-10-11,Kiss You All Over,Exile,1,1,1,15,#,spotify:track:3FGcQkWQlkeB82RdZwlw8V
1053,1978-10-18,Kiss You All Over,Exile,1,1,1,16,#,spotify:track:3FGcQkWQlkeB82RdZwlw8V
1054,1978-10-25,Hot Child In The City,Nick Gilder,1,2,1,21,https://charts-static.billboard.com/img/1978/06/nick-gilder-kyk-180x180.jpg,spotify:track:4F1DV1FrB68LNpmlvQs01N
1055,1978-11-01,You Needed Me,Anne Murray,1,2,1,17,https://charts-static.billboard.com/img/1978/05/anne-murray-zsk-180x180.jpg,spotify:track:5d4E1hgkLyb7sXr5J3InnM
1056,1978-11-08,MacArthur Park,Donna Summer,1,2,1,10,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg,spotify:track:42tYHqMxXxXHAAWqLaoOfQ
1057,1978-11-15,MacArthur Park,Donna Summer,1,1,1,11,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg,spotify:track:42tYHqMxXxXHAAWqLaoOfQ
1058,1978-11-22,MacArthur Park,Donna Summer,1,1,1,12,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg,spotify:track:42tYHqMxXxXHAAWqLaoOfQ
1059,1978-11-29,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,1,4,1,6,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:7qmqeHzgNQTOnl1NUgRFO4
1060,1978-12-06,Le Freak,Chic,1,4,1,7,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1061,1978-12-13,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,1,3,1,8,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:7qmqeHzgNQTOnl1NUgRFO4
1062,1978-12-20,Le Freak,Chic,1,2,1,9,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1063,1978-12-27,Le Freak,Chic,1,1,1,10,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1064,1979-01-03,Too Much Heaven,Bee Gees,1,2,1,8,https://charts-static.billboard.com/img/1978/11/bee-gees-uc7-180x180.jpg,spotify:track:6T5GTy1l6dRmagqpNPjdoc
1065,1979-01-10,Too Much Heaven,Bee Gees,1,1,1,9,https://charts-static.billboard.com/img/1978/11/bee-gees-uc7-180x180.jpg,spotify:track:6T5GTy1l6dRmagqpNPjdoc
1066,1979-01-17,Le Freak,Chic,1,2,1,13,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1067,1979-01-24,Le Freak,Chic,1,1,1,14,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1068,1979-01-31,Le Freak,Chic,1,1,1,15,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg,spotify:track:7Kszjzps0xbQXyo1pO4KfE
1069,1979-02-07,Da Ya Think I'm Sexy?,Rod Stewart,1,3,1,8,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg,spotify:track:4z7maGZkAonDlXlwo8q69f
1070,1979-02-14,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,9,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg,spotify:track:4z7maGZkAonDlXlwo8q69f
1071,1979-02-21,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,10,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg,spotify:track:4z7maGZkAonDlXlwo8q69f
1072,1979-02-28,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,11,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg,spotify:track:4z7maGZkAonDlXlwo8q69f
1073,1979-03-07,I Will Survive,Gloria Gaynor,1,3,1,13,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg,spotify:track:6fw12s3vAJQAt7lbICodwC
1074,1979-03-14,I Will Survive,Gloria Gaynor,1,1,1,14,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg,spotify:track:6fw12s3vAJQAt7lbICodwC
1075,1979-03-21,Tragedy,Bee Gees,1,2,1,7,https://charts-static.billboard.com/img/1979/02/bee-gees-uc7-180x180.jpg,spotify:track:6UXXeFqMBGiqjkzQzkMT3E
1076,1979-03-28,Tragedy,Bee Gees,1,1,1,8,https://charts-static.billboard.com/img/1979/02/bee-gees-uc7-180x180.jpg,spotify:track:6UXXeFqMBGiqjkzQzkMT3E
1077,1979-04-04,I Will Survive,Gloria Gaynor,1,2,1,17,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg,spotify:track:6fw12s3vAJQAt7lbICodwC
1078,1979-04-11,What A Fool Believes,The Doobie Brothers,1,2,1,13,https://charts-static.billboard.com/img/1972/08/the-doobie-brothers-ql1-180x180.jpg,spotify:track:2yBVeksU2EtrPJbTu4ZslK
1079,1979-04-18,Knock On Wood,Amii Stewart,1,3,1,13,#,spotify:track:0OUYuErgyc097NzSRff8UI
1080,1979-04-25,Heart Of Glass,Blondie,1,3,1,11,https://charts-static.billboard.com/img/1979/02/blondie-9wz-106x106.jpg,spotify:track:4v2rkl1mC3zVAz0nXMx9r4
1081,1979-05-02,Reunited,Peaches & Herb,1,2,1,8,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg,spotify:track:7wbPfd2mXbStoZZSnHNd2V
1082,1979-05-09,Reunited,Peaches & Herb,1,1,1,9,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg,spotify:track:7wbPfd2mXbStoZZSnHNd2V
1083,1979-05-16,Reunited,Peaches & Herb,1,1,1,10,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg,spotify:track:7wbPfd2mXbStoZZSnHNd2V
1084,1979-05-23,Reunited,Peaches & Herb,1,1,1,11,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg,spotify:track:7wbPfd2mXbStoZZSnHNd2V
1085,1979-05-30,Hot Stuff,Donna Summer,1,2,1,7,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg,spotify:track:2zMJN9JvDlvGP4jB03l1Bz
1086,1979-06-06,Love You Inside Out,Bee Gees,1,3,1,8,https://charts-static.billboard.com/img/1979/04/bee-gees-uc7-180x180.jpg,spotify:track:73V1mhbDb7K0lqlHB82iN5
1087,1979-06-13,Hot Stuff,Donna Summer,1,2,1,9,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg,spotify:track:2zMJN9JvDlvGP4jB03l1Bz
1088,1979-06-20,Hot Stuff,Donna Summer,1,1,1,10,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg,spotify:track:2zMJN9JvDlvGP4jB03l1Bz
1089,1979-06-27,Ring My Bell,Anita Ward,1,3,1,8,#,spotify:track:7GK2KVYH8FrTC9zehmjVMd
1090,1979-07-04,Ring My Bell,Anita Ward,1,1,1,9,#,spotify:track:7GK2KVYH8FrTC9zehmjVMd
1091,1979-07-11,Bad Girls,Donna Summer,1,2,1,8,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg,spotify:track:1ibRqifchaAfeNdQGpbRVW
1092,1979-07-18,Bad Girls,Donna Summer,1,1,1,9,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg,spotify:track:1ibRqifchaAfeNdQGpbRVW
1093,1979-07-25,Bad Girls,Donna Summer,1,1,1,10,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg,spotify:track:1ibRqifchaAfeNdQGpbRVW
1094,1979-08-01,Bad Girls,Donna Summer,1,1,1,11,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg,spotify:track:1ibRqifchaAfeNdQGpbRVW
1095,1979-08-08,Bad Girls,Donna Summer,1,1,1,12,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg,spotify:track:1ibRqifchaAfeNdQGpbRVW
1096,1979-08-15,Good Times,Chic,1,2,1,10,https://charts-static.billboard.com/img/1840/12/chic-04e-180x180.jpg,spotify:track:2wYKNcoqKW4IEcllj42xz1
1097,1979-08-22,My Sharona,The Knack,1,2,1,10,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1098,1979-08-29,My Sharona,The Knack,1,1,1,11,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1099,1979-09-05,My Sharona,The Knack,1,1,1,12,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1100,1979-09-12,My Sharona,The Knack,1,1,1,13,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1101,1979-09-19,My Sharona,The Knack,1,1,1,14,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1102,1979-09-26,My Sharona,The Knack,1,1,1,15,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg,spotify:track:1HOMkjp0nHMaTnfAkslCQj
1103,1979-10-03,Sad Eyes,Robert John,1,2,1,21,#,spotify:track:3w3rLh6wmne91BS2rwgcog
1104,1979-10-10,Don't Stop 'til You Get Enough,Michael Jackson,1,2,1,12,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg,spotify:track:46eu3SBuFCXWsPT39Yg3tJ
1105,1979-10-17,Rise,Herb Alpert,1,2,1,13,https://charts-static.billboard.com/img/1979/06/herb-alpert-hn0-180x180.jpg,spotify:track:1TsmHRIXvMTLP7Vu53XsUV
1106,1979-10-24,Rise,Herb Alpert,1,1,1,14,https://charts-static.billboard.com/img/1979/06/herb-alpert-hn0-180x180.jpg,spotify:track:1TsmHRIXvMTLP7Vu53XsUV
1107,1979-10-31,Pop Muzik,M,1,2,1,13,https://charts-static.billboard.com/img/1979/08/m-p9v-106x106.jpg,spotify:track:6z3HAUZpAyJ0ctsbAwAiw3
1108,1979-11-07,Heartache Tonight,Eagles,1,2,1,6,https://charts-static.billboard.com/img/1979/10/eagles-co1-heartache-tonight-zhn-180x180.jpg,spotify:track:2bzgKuK3pVez40qUvo8sYr
1109,1979-11-14,Still,Commodores,1,3,1,8,https://charts-static.billboard.com/img/1974/05/commodores-lju-106x106.jpg,spotify:track:2LdtluFBgL8cuSo9nkvJ57
1110,1979-11-21,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1,3,1,6,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:1wSPm3y4Lk6ABkVxCmwkZx
1111,1979-11-28,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1,1,1,7,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:1wSPm3y4Lk6ABkVxCmwkZx
1112,1979-12-05,Babe,Styx,1,2,1,10,https://charts-static.billboard.com/img/1972/09/styx-a78-180x180.jpg,spotify:track:5W7YROOF6bFfBexY81LFjt
1113,1979-12-12,Babe,Styx,1,1,1,11,https://charts-static.billboard.com/img/1972/09/styx-a78-180x180.jpg,spotify:track:5W7YROOF6bFfBexY81LFjt
1114,1979-12-19,Escape (The Pina Colada Song),Rupert Holmes,1,4,1,10,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
1115,1979-12-26,Escape (The Pina Colada Song),Rupert Holmes,1,1,1,11,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
1116,1980-01-02,Please Don't Go,KC And The Sunshine Band,1,2,1,20,https://charts-static.billboard.com/img/1979/08/kc-and-the-sunshine-band-h7q-180x180.jpg,spotify:track:6dw6BquK0Mv72p6HpusqKN
1117,1980-01-09,Escape (The Pina Colada Song),Rupert Holmes,1,2,1,13,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
1118,1980-01-16,Rock With You,Michael Jackson,1,2,1,12,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg,spotify:track:7oOOI85fVQvVnK5ynNMdW7
1119,1980-01-23,Rock With You,Michael Jackson,1,1,1,13,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg,spotify:track:7oOOI85fVQvVnK5ynNMdW7
1120,1980-01-30,Rock With You,Michael Jackson,1,1,1,14,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg,spotify:track:7oOOI85fVQvVnK5ynNMdW7
1121,1980-02-06,Rock With You,Michael Jackson,1,1,1,15,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg,spotify:track:7oOOI85fVQvVnK5ynNMdW7
1122,1980-02-13,Do That To Me One More Time,Captain & Tennille,1,2,1,18,https://charts-static.billboard.com/img/1979/10/captain-tennille-ft5-180x180.jpg,spotify:track:0m4jVVZrsv0bLkAr1uM6UG
1123,1980-02-20,Crazy Little Thing Called Love,Queen,1,2,1,10,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg,spotify:track:35ItUJlMtjOQW3SSiTCrrw
1124,1980-02-27,Crazy Little Thing Called Love,Queen,1,1,1,11,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg,spotify:track:35ItUJlMtjOQW3SSiTCrrw
1125,1980-03-05,Crazy Little Thing Called Love,Queen,1,1,1,12,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg,spotify:track:35ItUJlMtjOQW3SSiTCrrw
1126,1980-03-12,Crazy Little Thing Called Love,Queen,1,1,1,13,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg,spotify:track:35ItUJlMtjOQW3SSiTCrrw
1127,1980-03-19,Another Brick In The Wall (Part II),Pink Floyd,1,3,1,10,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg,spotify:track:4gMgiXfqyzZLMhsksGmbQV
1128,1980-03-26,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,11,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg,spotify:track:4gMgiXfqyzZLMhsksGmbQV
1129,1980-04-02,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,12,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg,spotify:track:4gMgiXfqyzZLMhsksGmbQV
1130,1980-04-09,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,13,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg,spotify:track:4gMgiXfqyzZLMhsksGmbQV
1131,1980-04-16,Call Me,Blondie,1,2,1,10,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1132,1980-04-23,Call Me,Blondie,1,1,1,11,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1133,1980-04-30,Call Me,Blondie,1,1,1,12,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1134,1980-05-07,Call Me,Blondie,1,1,1,13,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1135,1980-05-14,Call Me,Blondie,1,1,1,14,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1136,1980-05-21,Call Me,Blondie,1,1,1,15,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg,spotify:track:7HKxTNVlkHsfMLhigmhC0I
1137,1980-05-28,Funkytown,Lipps| Inc.,1,2,1,10,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg,spotify:track:5Q6GRDSFdRwE7H37dQop9u
1138,1980-06-04,Funkytown,Lipps| Inc.,1,1,1,11,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg,spotify:track:5Q6GRDSFdRwE7H37dQop9u
1139,1980-06-11,Funkytown,Lipps| Inc.,1,1,1,12,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg,spotify:track:5Q6GRDSFdRwE7H37dQop9u
1140,1980-06-18,Funkytown,Lipps| Inc.,1,1,1,13,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg,spotify:track:5Q6GRDSFdRwE7H37dQop9u
1141,1980-06-25,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,2,1,10,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg,spotify:track:4Ku6X72Q815qNd7ChuiDdD
1142,1980-07-02,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,1,1,11,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg,spotify:track:4Ku6X72Q815qNd7ChuiDdD
1143,1980-07-09,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,1,1,12,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg,spotify:track:4Ku6X72Q815qNd7ChuiDdD
1144,1980-07-16,It's Still Rock And Roll To Me,Billy Joel,1,2,1,9,https://charts-static.billboard.com/img/1840/12/billy-joel-wt1-180x180.jpg,spotify:track:64UioB4Nmwgn2f4cbIpAkl
1145,1980-07-23,It's Still Rock And Roll To Me,Billy Joel,1,1,1,10,https://charts-static.billboard.com/img/1840/12/billy-joel-wt1-180x180.jpg,spotify:track:64UioB4Nmwgn2f4cbIpAkl
1146,1980-07-30,Magic,Olivia Newton-John,1,2,1,11,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg,spotify:track:56BSwBKWHYldQOgYLHiehs
1147,1980-08-06,Magic,Olivia Newton-John,1,1,1,12,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg,spotify:track:56BSwBKWHYldQOgYLHiehs
1148,1980-08-13,Magic,Olivia Newton-John,1,1,1,13,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg,spotify:track:56BSwBKWHYldQOgYLHiehs
1149,1980-08-20,Magic,Olivia Newton-John,1,1,1,14,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg,spotify:track:56BSwBKWHYldQOgYLHiehs
1150,1980-08-27,Sailing,Christopher Cross,1,2,1,12,https://charts-static.billboard.com/img/1980/06/christopher-cross-r4j-180x180.jpg,spotify:track:4ogaI0XfmAunA0LyjveMSF
1151,1980-09-03,Upside Down,Diana Ross,1,2,1,9,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg,spotify:track:3pbtBomO4Zt5gGiqsYeiBH
1152,1980-09-10,Upside Down,Diana Ross,1,1,1,10,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg,spotify:track:3pbtBomO4Zt5gGiqsYeiBH
1153,1980-09-17,Upside Down,Diana Ross,1,1,1,11,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg,spotify:track:3pbtBomO4Zt5gGiqsYeiBH
1154,1980-09-24,Upside Down,Diana Ross,1,1,1,12,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg,spotify:track:3pbtBomO4Zt5gGiqsYeiBH
1155,1980-10-01,Another One Bites The Dust,Queen,1,3,1,8,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg,spotify:track:57JVGBtBLCfHw2muk5416J
1156,1980-10-08,Another One Bites The Dust,Queen,1,1,1,9,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg,spotify:track:57JVGBtBLCfHw2muk5416J
1157,1980-10-15,Another One Bites The Dust,Queen,1,1,1,10,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg,spotify:track:57JVGBtBLCfHw2muk5416J
1158,1980-10-22,Woman In Love,Barbra Streisand,1,2,1,8,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:1pTGc8pwyo6xtgXBKCBcFn
1159,1980-10-29,Woman In Love,Barbra Streisand,1,1,1,9,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:1pTGc8pwyo6xtgXBKCBcFn
1160,1980-11-05,Woman In Love,Barbra Streisand,1,1,1,10,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg,spotify:track:1pTGc8pwyo6xtgXBKCBcFn
1161,1980-11-12,Lady,Kenny Rogers,1,2,1,7,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1162,1980-11-19,Lady,Kenny Rogers,1,1,1,8,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1163,1980-11-26,Lady,Kenny Rogers,1,1,1,9,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1164,1980-12-03,Lady,Kenny Rogers,1,1,1,10,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1165,1980-12-10,Lady,Kenny Rogers,1,1,1,11,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1166,1980-12-17,Lady,Kenny Rogers,1,1,1,12,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg,spotify:track:5Pj5zrq2nbKcAekH1AxbrO
1167,1980-12-24,(Just Like) Starting Over,John Lennon,1,3,1,9,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg,spotify:track:5y0YreEOnQiKFAnCrcFIXz
1168,1980-12-31,(Just Like) Starting Over,John Lennon,1,1,1,10,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg,spotify:track:5y0YreEOnQiKFAnCrcFIXz
1169,1981-01-07,(Just Like) Starting Over,John Lennon,1,1,1,11,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg,spotify:track:5y0YreEOnQiKFAnCrcFIXz
1170,1981-01-14,(Just Like) Starting Over,John Lennon,1,1,1,12,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg,spotify:track:5y0YreEOnQiKFAnCrcFIXz
1171,1981-01-21,(Just Like) Starting Over,John Lennon,1,1,1,13,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg,spotify:track:5y0YreEOnQiKFAnCrcFIXz
1172,1981-01-28,The Tide Is High,Blondie,1,3,1,12,https://charts-static.billboard.com/img/1980/11/blondie-9wz-106x106.jpg,spotify:track:165NAtd2DRPKNQ6EVY0VG9
